timestamp,house_id,current
2026-02-07T16:42:25.143839,4,1.09
2026-02-07T16:42:25.143839,5,2.26
2026-02-07T16:42:26.166102,1,2.65
2026-02-07T16:42:26.166102,2,2.51
2026-02-07T16:42:26.166102,3,1.03
2026-02-07T16:42:26.166102,4,1.21
2026-02-07T16:42:26.166102,5,1.97
2026-02-07T16:42:27.185950,1,2.01
2026-02-07T16:42:27.185950,2,1.55
2026-02-07T16:42:27.185950,3,2.96
2026-02-07T16:42:27.185950,4,1.26
2026-02-07T16:42:27.185950,5,1.89
2026-02-07T16:42:28.206932,1,0.91
2026-02-07T16:42:28.206932,2,2.61
2026-02-07T16:42:28.206932,3,1.64
2026-02-07T16:42:28.206932,4,2.45
2026-02-07T16:42:28.206932,5,1.16
2026-02-07T16:42:29.227835,1,0.51
2026-02-07T16:42:29.227835,2,2.62
2026-02-07T16:42:29.227835,3,1.22
2026-02-07T16:42:29.227835,4,2.74
2026-02-07T16:42:29.227835,5,1.23
2026-02-07T16:42:30.250253,1,2.43
2026-02-07T16:42:30.250253,2,2.62
2026-02-07T16:42:30.250253,3,1.62
2026-02-07T16:42:30.250253,4,2.21
2026-02-07T16:42:30.250253,5,2.85
2026-02-07T16:42:31.296847,1,2.8
2026-02-07T16:42:31.296847,2,2.93
2026-02-07T16:42:31.296847,3,1.45
2026-02-07T16:42:31.296847,4,2.95
2026-02-07T16:42:31.296847,5,1.35
2026-02-07T16:42:32.319627,1,2.53
2026-02-07T16:42:32.319627,2,5.49
2026-02-07T16:42:32.319627,3,1.51
2026-02-07T16:42:32.319627,4,1.0
2026-02-07T16:42:32.319627,5,1.03
2026-02-07T16:42:33.335767,1,2.41
2026-02-07T16:42:33.335767,2,1.91
2026-02-07T16:42:33.335767,3,4.68
2026-02-07T16:42:33.335767,4,2.8
2026-02-07T16:42:33.335767,5,2.97
2026-02-07T16:42:34.351824,1,2.94
2026-02-07T16:42:34.351824,2,1.25
2026-02-07T16:42:34.351824,3,6.87
2026-02-07T16:42:34.351824,4,1.88
2026-02-07T16:42:34.351824,5,1.74
2026-02-07T16:42:35.373042,1,1.51
2026-02-07T16:42:35.373042,2,1.51
2026-02-07T16:42:35.373042,3,0.83
2026-02-07T16:42:35.373042,4,0.65
2026-02-07T16:42:35.373042,5,5.8
2026-02-07T16:42:36.424112,1,0.65
2026-02-07T16:42:36.424112,2,0.59
2026-02-07T16:42:36.424112,3,2.48
2026-02-07T16:42:36.424112,4,1.49
2026-02-07T16:42:36.424112,5,1.41
2026-02-07T16:42:37.446332,1,0.58
2026-02-07T16:42:37.446332,2,0.62
2026-02-07T16:42:37.446332,3,1.6
2026-02-07T16:42:37.446332,4,2.17
2026-02-07T16:42:37.446332,5,0.6
2026-02-07T16:42:38.464809,1,6.32
2026-02-07T16:42:38.464809,2,2.88
2026-02-07T16:42:38.464809,3,0.99
2026-02-07T16:42:38.464809,4,1.86
2026-02-07T16:42:38.464809,5,2.98
2026-02-07T16:42:39.491770,1,2.01
2026-02-07T16:42:39.491770,2,1.29
2026-02-07T16:42:39.491770,3,1.94
2026-02-07T16:42:39.491770,4,1.36
2026-02-07T16:42:39.491770,5,1.93
2026-02-07T16:42:40.509447,1,1.42
2026-02-07T16:42:40.509447,2,0.83
2026-02-07T16:42:40.509447,3,2.97
2026-02-07T16:42:40.509447,4,1.35
2026-02-07T16:42:40.509447,5,2.39
2026-02-07T16:42:41.527043,1,2.79
2026-02-07T16:42:41.527043,2,0.51
2026-02-07T16:42:41.527043,3,0.91
2026-02-07T16:42:41.527043,4,1.66
2026-02-07T16:42:41.527043,5,2.99
2026-02-07T16:42:42.551754,1,1.97
2026-02-07T16:42:42.551754,2,2.63
2026-02-07T16:42:42.551754,3,2.23
2026-02-07T16:42:42.551754,4,1.13
2026-02-07T16:42:42.551754,5,1.87
2026-02-07T16:42:43.572958,1,0.9
2026-02-07T16:42:43.572958,2,0.61
2026-02-07T16:42:43.572958,3,1.25
2026-02-07T16:42:43.572958,4,1.51
2026-02-07T16:42:43.572958,5,0.84
2026-02-07T16:42:44.591189,1,1.0
2026-02-07T16:42:44.591189,2,0.54
2026-02-07T16:42:44.591189,3,0.51
2026-02-07T16:42:44.591189,4,1.14
2026-02-07T16:42:44.591189,5,1.16
2026-02-07T16:42:45.607435,1,2.69
2026-02-07T16:42:45.607435,2,1.61
2026-02-07T16:42:45.607435,3,0.53
2026-02-07T16:42:45.607435,4,2.98
2026-02-07T16:42:45.607435,5,2.79
2026-02-07T16:42:46.628610,1,0.56
2026-02-07T16:42:46.628610,2,1.71
2026-02-07T16:42:46.628610,3,1.5
2026-02-07T16:42:46.628610,4,2.91
2026-02-07T16:42:46.628610,5,1.25
2026-02-07T16:42:47.648963,1,0.95
2026-02-07T16:42:47.648963,2,2.64
2026-02-07T16:42:47.648963,3,2.92
2026-02-07T16:42:47.648963,4,1.61
2026-02-07T16:42:47.648963,5,2.28
2026-02-07T16:42:48.672310,1,2.3
2026-02-07T16:42:48.672310,2,0.81
2026-02-07T16:42:48.672310,3,1.85
2026-02-07T16:42:48.672310,4,0.66
2026-02-07T16:42:48.672310,5,1.19
2026-02-07T16:42:49.692714,1,2.66
2026-02-07T16:42:49.692714,2,1.58
2026-02-07T16:42:49.692714,3,2.61
2026-02-07T16:42:49.692714,4,1.95
2026-02-07T16:42:49.692714,5,2.0
2026-02-07T16:42:50.709837,1,2.9
2026-02-07T16:42:50.709837,2,2.38
2026-02-07T16:42:50.709837,3,0.62
2026-02-07T16:42:50.709837,4,1.15
2026-02-07T16:42:50.709837,5,1.98
2026-02-07T16:42:51.733908,1,2.83
2026-02-07T16:42:51.733908,2,2.08
2026-02-07T16:42:51.733908,3,0.74
2026-02-07T16:42:51.733908,4,1.62
2026-02-07T16:42:51.733908,5,0.83
2026-02-07T16:42:52.761133,1,1.58
2026-02-07T16:42:52.761133,2,1.65
2026-02-07T16:42:52.761133,3,0.86
2026-02-07T16:42:52.761133,4,0.77
2026-02-07T16:42:52.761133,5,4.17
2026-02-07T16:42:53.784765,1,2.69
2026-02-07T16:42:53.784765,2,0.84
2026-02-07T16:42:53.784765,3,2.19
2026-02-07T16:42:53.784765,4,2.53
2026-02-07T16:42:53.784765,5,2.45
2026-02-07T16:42:54.807614,1,1.43
2026-02-07T16:42:54.807614,2,2.4
2026-02-07T16:42:54.807614,3,2.56
2026-02-07T16:42:54.807614,4,1.52
2026-02-07T16:42:54.807614,5,2.29
2026-02-07T16:42:55.829307,1,2.03
2026-02-07T16:42:55.829307,2,2.07
2026-02-07T16:42:55.829307,3,2.52
2026-02-07T16:42:55.829307,4,1.92
2026-02-07T16:42:55.829307,5,2.46
2026-02-07T16:42:56.852531,1,6.02
2026-02-07T16:42:56.852531,2,0.66
2026-02-07T16:42:56.852531,3,0.8
2026-02-07T16:42:56.852531,4,2.95
2026-02-07T16:42:56.852531,5,1.65
2026-02-07T16:42:57.869531,1,1.14
2026-02-07T16:42:57.869531,2,0.88
2026-02-07T16:42:57.869531,3,0.66
2026-02-07T16:42:57.869531,4,0.73
2026-02-07T16:42:57.869531,5,4.82
2026-02-07T16:42:58.887827,1,0.94
2026-02-07T16:42:58.887827,2,4.26
2026-02-07T16:42:58.887827,3,1.78
2026-02-07T16:42:58.887827,4,1.61
2026-02-07T16:42:58.887827,5,1.13
2026-02-07T16:42:59.910832,1,2.37
2026-02-07T16:42:59.910832,2,2.41
2026-02-07T16:42:59.910832,3,1.09
2026-02-07T16:42:59.910832,4,1.25
2026-02-07T16:42:59.910832,5,1.87
2026-02-07T16:43:00.933929,1,1.1
2026-02-07T16:43:00.933929,2,0.58
2026-02-07T16:43:00.933929,3,2.34
2026-02-07T16:43:00.933929,4,2.56
2026-02-07T16:43:00.933929,5,1.43
2026-02-07T16:43:01.948681,1,2.43
2026-02-07T16:43:01.948681,2,1.93
2026-02-07T16:43:01.948681,3,4.91
2026-02-07T16:43:01.948681,4,1.59
2026-02-07T16:43:01.948681,5,1.69
2026-02-07T16:43:02.974651,1,1.67
2026-02-07T16:43:02.974651,2,0.8
2026-02-07T16:43:02.974651,3,0.78
2026-02-07T16:43:02.974651,4,1.44
2026-02-07T16:43:02.974651,5,6.54
2026-02-07T16:43:03.989724,1,0.75
2026-02-07T16:43:03.989724,2,1.11
2026-02-07T16:43:03.989724,3,2.24
2026-02-07T16:43:03.989724,4,2.1
2026-02-07T16:43:03.989724,5,1.38
2026-02-07T16:43:05.007496,1,1.5
2026-02-07T16:43:05.007496,2,1.89
2026-02-07T16:43:05.007496,3,2.07
2026-02-07T16:43:05.007496,4,1.71
2026-02-07T16:43:05.007496,5,2.07
2026-02-07T16:43:06.021639,1,2.58
2026-02-07T16:43:06.021639,2,1.6
2026-02-07T16:43:06.021639,3,2.31
2026-02-07T16:43:06.021639,4,2.96
2026-02-07T16:43:06.021639,5,0.63
2026-02-07T16:43:07.044858,1,0.62
2026-02-07T16:43:07.044858,2,2.94
2026-02-07T16:43:07.044858,3,1.16
2026-02-07T16:43:07.044858,4,1.05
2026-02-07T16:43:07.044858,5,2.36
2026-02-07T16:43:08.067899,1,2.57
2026-02-07T16:43:08.067899,2,1.76
2026-02-07T16:43:08.067899,3,2.58
2026-02-07T16:43:08.067899,4,2.44
2026-02-07T16:43:08.067899,5,0.74
2026-02-07T16:43:09.087876,1,1.25
2026-02-07T16:43:09.087876,2,1.81
2026-02-07T16:43:09.087876,3,0.53
2026-02-07T16:43:09.087876,4,1.17
2026-02-07T16:43:09.087876,5,0.82
2026-02-07T16:43:10.107494,1,1.39
2026-02-07T16:43:10.107494,2,1.77
2026-02-07T16:43:10.107494,3,0.56
2026-02-07T16:43:10.107494,4,1.5
2026-02-07T16:43:10.107494,5,2.65
2026-02-07T16:43:11.126476,1,2.52
2026-02-07T16:43:11.126476,2,1.35
2026-02-07T16:43:11.126476,3,2.04
2026-02-07T16:43:11.126476,4,5.54
2026-02-07T16:43:11.126476,5,1.0
2026-02-07T16:43:12.141192,1,1.39
2026-02-07T16:43:12.141192,2,1.2
2026-02-07T16:43:12.141192,3,2.28
2026-02-07T16:43:12.141192,4,0.82
2026-02-07T16:43:12.141192,5,1.73
2026-02-07T16:43:13.162340,1,1.52
2026-02-07T16:43:13.162340,2,1.07
2026-02-07T16:43:13.162340,3,0.79
2026-02-07T16:43:13.162340,4,5.92
2026-02-07T16:43:13.162340,5,0.53
2026-02-07T16:43:14.182005,1,2.42
2026-02-07T16:43:14.182005,2,1.15
2026-02-07T16:43:14.182005,3,1.85
2026-02-07T16:43:14.182005,4,2.67
2026-02-07T16:43:14.182005,5,1.98
2026-02-07T16:43:15.197329,1,0.52
2026-02-07T16:43:15.197329,2,1.27
2026-02-07T16:43:15.197329,3,2.85
2026-02-07T16:43:15.197329,4,2.12
2026-02-07T16:43:15.197329,5,2.11
2026-02-07T16:43:16.221005,1,1.67
2026-02-07T16:43:16.221005,2,1.47
2026-02-07T16:43:16.221005,3,1.11
2026-02-07T16:43:16.221005,4,4.48
2026-02-07T16:43:16.221005,5,2.2
2026-02-07T16:43:17.244942,1,0.98
2026-02-07T16:43:17.244942,2,2.79
2026-02-07T16:43:17.244942,3,1.1
2026-02-07T16:43:17.244942,4,1.88
2026-02-07T16:43:17.244942,5,0.74
2026-02-07T16:43:18.260141,1,0.85
2026-02-07T16:43:18.260141,2,2.66
2026-02-07T16:43:18.260141,3,2.63
2026-02-07T16:43:18.260141,4,2.41
2026-02-07T16:43:18.260141,5,2.88
2026-02-07T16:43:19.276887,1,2.4
2026-02-07T16:43:19.276887,2,1.87
2026-02-07T16:43:19.276887,3,2.67
2026-02-07T16:43:19.276887,4,0.61
2026-02-07T16:43:19.276887,5,2.02
2026-02-07T16:43:20.300007,1,1.91
2026-02-07T16:43:20.300007,2,2.5
2026-02-07T16:43:20.300007,3,1.02
2026-02-07T16:43:20.300007,4,0.73
2026-02-07T16:43:20.300007,5,1.67
2026-02-07T16:43:21.316879,1,2.82
2026-02-07T16:43:21.316879,2,2.34
2026-02-07T16:43:21.316879,3,4.35
2026-02-07T16:43:21.316879,4,0.99
2026-02-07T16:43:21.316879,5,2.16
2026-02-07T16:43:22.334420,1,1.07
2026-02-07T16:43:22.334420,2,2.13
2026-02-07T16:43:22.334420,3,0.8
2026-02-07T16:43:22.334420,4,2.87
2026-02-07T16:43:22.334420,5,2.09
2026-02-07T16:43:23.356981,1,2.7
2026-02-07T16:43:23.356981,2,1.96
2026-02-07T16:43:23.356981,3,2.41
2026-02-07T16:43:23.356981,4,0.67
2026-02-07T16:43:23.356981,5,1.96
2026-02-07T16:43:24.378307,1,1.22
2026-02-07T16:43:24.378307,2,1.51
2026-02-07T16:43:24.378307,3,5.46
2026-02-07T16:43:24.378307,4,1.58
2026-02-07T16:43:24.378307,5,1.18
2026-02-07T16:43:25.407732,1,5.3
2026-02-07T16:43:25.407732,2,2.34
2026-02-07T16:43:25.407732,3,2.47
2026-02-07T16:43:25.407732,4,1.78
2026-02-07T16:43:25.407732,5,2.52
2026-02-07T16:43:26.431747,1,4.68
2026-02-07T16:43:26.431747,2,1.68
2026-02-07T16:43:26.431747,3,1.84
2026-02-07T16:43:26.431747,4,1.18
2026-02-07T16:43:26.431747,5,2.6
2026-02-07T16:43:27.453780,1,1.45
2026-02-07T16:43:27.453780,2,2.11
2026-02-07T16:43:27.453780,3,0.63
2026-02-07T16:43:27.453780,4,2.88
2026-02-07T16:43:27.453780,5,1.45
2026-02-07T16:43:28.474779,1,1.94
2026-02-07T16:43:28.474779,2,1.55
2026-02-07T16:43:28.474779,3,1.85
2026-02-07T16:43:28.474779,4,2.69
2026-02-07T16:43:28.474779,5,1.72
2026-02-07T16:43:29.494636,1,1.93
2026-02-07T16:43:29.494636,2,2.3
2026-02-07T16:43:29.494636,3,2.01
2026-02-07T16:43:29.494636,4,2.31
2026-02-07T16:43:29.494636,5,2.8
2026-02-07T16:43:30.521093,1,1.94
2026-02-07T16:43:30.521093,2,4.36
2026-02-07T16:43:30.521093,3,2.86
2026-02-07T16:43:30.521093,4,1.53
2026-02-07T16:43:30.521093,5,2.98
2026-02-07T16:43:31.546573,1,2.71
2026-02-07T16:43:31.546573,2,2.12
2026-02-07T16:43:31.546573,3,0.66
2026-02-07T16:43:31.546573,4,1.49
2026-02-07T16:43:31.546573,5,1.26
2026-02-07T16:43:32.567225,1,1.87
2026-02-07T16:43:32.567225,2,1.56
2026-02-07T16:43:32.567225,3,2.88
2026-02-07T16:43:32.567225,4,1.16
2026-02-07T16:43:32.567225,5,0.92
2026-02-07T16:43:33.588444,1,2.78
2026-02-07T16:43:33.588444,2,2.48
2026-02-07T16:43:33.588444,3,0.93
2026-02-07T16:43:33.588444,4,2.08
2026-02-07T16:43:33.588444,5,1.37
2026-02-07T16:43:43.506752,1,0.92
2026-02-07T16:43:43.506752,2,2.83
2026-02-07T16:43:43.506752,3,0.7
2026-02-07T16:43:43.506752,4,2.17
2026-02-07T16:43:43.506752,5,2.56
2026-02-07T16:43:43.542942,1,0.72
2026-02-07T16:43:43.542942,2,2.99
2026-02-07T16:43:43.542942,3,0.87
2026-02-07T16:43:43.542942,4,2.77
2026-02-07T16:43:43.542942,5,1.88
2026-02-07T16:43:43.571308,1,0.7
2026-02-07T16:43:43.571308,2,1.43
2026-02-07T16:43:43.571308,3,4.84
2026-02-07T16:43:43.571308,4,2.8
2026-02-07T16:43:43.571308,5,2.54
2026-02-07T16:43:43.600626,1,1.29
2026-02-07T16:43:43.600626,2,2.7
2026-02-07T16:43:43.600626,3,1.27
2026-02-07T16:43:43.600626,4,1.77
2026-02-07T16:43:43.600626,5,2.63
2026-02-07T16:43:43.629818,1,0.79
2026-02-07T16:43:43.629818,2,1.76
2026-02-07T16:43:43.629818,3,2.48
2026-02-07T16:43:43.629818,4,0.76
2026-02-07T16:43:43.629818,5,2.93
2026-02-07T16:43:43.658154,1,0.59
2026-02-07T16:43:43.658154,2,1.08
2026-02-07T16:43:43.658154,3,2.88
2026-02-07T16:43:43.658154,4,1.82
2026-02-07T16:43:43.658154,5,2.8
2026-02-07T16:43:43.690342,1,1.54
2026-02-07T16:43:43.690342,2,2.79
2026-02-07T16:43:43.690342,3,0.85
2026-02-07T16:43:43.690342,4,2.82
2026-02-07T16:43:43.690342,5,2.28
2026-02-07T16:43:43.719674,1,1.06
2026-02-07T16:43:43.719674,2,1.44
2026-02-07T16:43:43.719674,3,1.85
2026-02-07T16:43:43.719674,4,0.71
2026-02-07T16:43:43.719674,5,2.13
2026-02-07T16:43:43.757918,1,2.62
2026-02-07T16:43:43.757918,2,2.01
2026-02-07T16:43:43.757918,3,2.95
2026-02-07T16:43:43.757918,4,2.87
2026-02-07T16:43:43.757918,5,1.72
2026-02-07T16:43:43.814091,1,2.53
2026-02-07T16:43:43.814091,2,1.03
2026-02-07T16:43:43.814091,3,1.16
2026-02-07T16:43:43.814091,4,0.68
2026-02-07T16:43:43.814091,5,1.72
2026-02-07T16:43:43.867343,1,1.88
2026-02-07T16:43:43.867343,2,2.2
2026-02-07T16:43:43.867343,3,0.53
2026-02-07T16:43:43.867343,4,1.19
2026-02-07T16:43:43.867343,5,5.38
2026-02-07T16:43:43.906609,1,2.36
2026-02-07T16:43:43.906609,2,1.85
2026-02-07T16:43:43.906609,3,1.49
2026-02-07T16:43:43.906609,4,0.8
2026-02-07T16:43:43.906609,5,1.72
2026-02-07T16:43:43.938577,1,2.86
2026-02-07T16:43:43.938577,2,4.74
2026-02-07T16:43:43.938577,3,2.37
2026-02-07T16:43:43.938577,4,0.99
2026-02-07T16:43:43.938577,5,0.67
2026-02-07T16:43:43.964875,1,0.9
2026-02-07T16:43:43.964875,2,2.31
2026-02-07T16:43:43.964875,3,0.76
2026-02-07T16:43:43.964875,4,1.25
2026-02-07T16:43:43.964875,5,1.27
2026-02-07T16:43:43.990972,1,0.59
2026-02-07T16:43:43.990972,2,0.54
2026-02-07T16:43:43.990972,3,1.8
2026-02-07T16:43:43.990972,4,1.32
2026-02-07T16:43:43.990972,5,0.62
2026-02-07T16:43:44.017472,1,2.71
2026-02-07T16:43:44.017472,2,2.96
2026-02-07T16:43:44.017472,3,1.56
2026-02-07T16:43:44.017472,4,0.74
2026-02-07T16:43:44.017472,5,1.04
2026-02-07T16:43:44.042624,1,5.14
2026-02-07T16:43:44.042624,2,0.66
2026-02-07T16:43:44.042624,3,0.7
2026-02-07T16:43:44.042624,4,2.68
2026-02-07T16:43:44.042624,5,2.09
2026-02-07T16:43:44.066857,1,2.5
2026-02-07T16:43:44.066857,2,2.01
2026-02-07T16:43:44.066857,3,2.06
2026-02-07T16:43:44.066857,4,1.74
2026-02-07T16:43:44.066857,5,2.49
2026-02-07T16:43:44.092100,1,0.79
2026-02-07T16:43:44.092100,2,2.28
2026-02-07T16:43:44.092100,3,4.45
2026-02-07T16:43:44.092100,4,0.81
2026-02-07T16:43:44.092100,5,2.98
2026-02-07T16:43:44.117985,1,1.16
2026-02-07T16:43:44.117985,2,4.47
2026-02-07T16:43:44.117985,3,0.89
2026-02-07T16:43:44.117985,4,2.93
2026-02-07T16:43:44.117985,5,2.91
2026-02-07T16:43:44.142575,1,1.92
2026-02-07T16:43:44.142575,2,1.35
2026-02-07T16:43:44.142575,3,2.86
2026-02-07T16:43:44.142575,4,2.01
2026-02-07T16:43:44.142575,5,2.12
2026-02-07T16:43:44.166793,1,0.86
2026-02-07T16:43:44.166793,2,0.85
2026-02-07T16:43:44.166793,3,2.38
2026-02-07T16:43:44.166793,4,1.8
2026-02-07T16:43:44.166793,5,2.47
2026-02-07T16:43:44.191088,1,2.68
2026-02-07T16:43:44.191088,2,1.11
2026-02-07T16:43:44.191088,3,0.6
2026-02-07T16:43:44.191088,4,0.86
2026-02-07T16:43:44.191088,5,0.91
2026-02-07T16:43:44.215483,1,2.8
2026-02-07T16:43:44.215483,2,2.41
2026-02-07T16:43:44.215483,3,2.94
2026-02-07T16:43:44.215483,4,2.24
2026-02-07T16:43:44.215483,5,1.61
2026-02-07T16:43:44.240228,1,1.09
2026-02-07T16:43:44.240228,2,1.93
2026-02-07T16:43:44.240228,3,0.82
2026-02-07T16:43:44.240228,4,1.62
2026-02-07T16:43:44.240228,5,0.6
2026-02-07T16:43:44.265911,1,1.15
2026-02-07T16:43:44.265911,2,1.54
2026-02-07T16:43:44.265911,3,1.2
2026-02-07T16:43:44.265911,4,1.29
2026-02-07T16:43:44.265911,5,1.14
2026-02-07T16:43:44.298874,1,0.8
2026-02-07T16:43:44.298874,2,0.78
2026-02-07T16:43:44.298874,3,2.28
2026-02-07T16:43:44.298874,4,6.8
2026-02-07T16:43:44.298874,5,2.51
2026-02-07T16:43:44.326829,1,2.3
2026-02-07T16:43:44.326829,2,0.84
2026-02-07T16:43:44.326829,3,0.68
2026-02-07T16:43:44.326829,4,2.05
2026-02-07T16:43:44.326829,5,1.39
2026-02-07T16:43:44.357467,1,2.73
2026-02-07T16:43:44.357467,2,2.3
2026-02-07T16:43:44.357467,3,2.27
2026-02-07T16:43:44.357467,4,1.58
2026-02-07T16:43:44.357467,5,2.46
2026-02-07T16:43:44.391246,1,2.93
2026-02-07T16:43:44.391246,2,0.5
2026-02-07T16:43:44.391246,3,2.65
2026-02-07T16:43:44.391246,4,1.03
2026-02-07T16:43:44.391246,5,0.63
2026-02-07T16:43:44.419356,1,2.17
2026-02-07T16:43:44.419356,2,2.95
2026-02-07T16:43:44.419356,3,1.44
2026-02-07T16:43:44.419356,4,2.29
2026-02-07T16:43:44.419356,5,0.69
2026-02-07T16:43:44.447332,1,1.12
2026-02-07T16:43:44.447332,2,0.66
2026-02-07T16:43:44.447332,3,0.51
2026-02-07T16:43:44.447332,4,2.01
2026-02-07T16:43:44.447332,5,0.6
2026-02-07T16:43:44.477958,1,2.84
2026-02-07T16:43:44.477958,2,0.84
2026-02-07T16:43:44.477958,3,1.73
2026-02-07T16:43:44.477958,4,1.35
2026-02-07T16:43:44.477958,5,1.67
2026-02-07T16:43:44.504646,1,2.11
2026-02-07T16:43:44.504646,2,2.33
2026-02-07T16:43:44.504646,3,2.58
2026-02-07T16:43:44.504646,4,1.28
2026-02-07T16:43:44.504646,5,1.3
2026-02-07T16:43:44.530090,1,0.58
2026-02-07T16:43:44.530090,2,0.63
2026-02-07T16:43:44.530090,3,2.08
2026-02-07T16:43:44.530090,4,6.32
2026-02-07T16:43:44.530090,5,1.6
2026-02-07T16:43:44.555970,1,2.72
2026-02-07T16:43:44.555970,2,0.56
2026-02-07T16:43:44.555970,3,2.59
2026-02-07T16:43:44.555970,4,2.82
2026-02-07T16:43:44.555970,5,1.61
2026-02-07T16:43:44.582407,1,0.59
2026-02-07T16:43:44.582407,2,2.44
2026-02-07T16:43:44.582407,3,0.96
2026-02-07T16:43:44.582407,4,2.81
2026-02-07T16:43:44.582407,5,2.1
2026-02-07T16:43:44.610624,1,2.16
2026-02-07T16:43:44.610624,2,0.58
2026-02-07T16:43:44.610624,3,0.82
2026-02-07T16:43:44.610624,4,0.85
2026-02-07T16:43:44.610624,5,0.92
2026-02-07T16:43:44.640545,1,0.97
2026-02-07T16:43:44.640545,2,2.73
2026-02-07T16:43:44.640545,3,1.87
2026-02-07T16:43:44.640545,4,1.4
2026-02-07T16:43:44.640545,5,0.72
2026-02-07T16:43:44.667799,1,0.96
2026-02-07T16:43:44.667799,2,0.87
2026-02-07T16:43:44.667799,3,1.89
2026-02-07T16:43:44.667799,4,2.13
2026-02-07T16:43:44.667799,5,2.54
2026-02-07T16:43:44.693955,1,1.98
2026-02-07T16:43:44.693955,2,2.42
2026-02-07T16:43:44.693955,3,1.48
2026-02-07T16:43:44.693955,4,2.15
2026-02-07T16:43:44.693955,5,2.59
2026-02-07T16:43:44.720400,1,2.37
2026-02-07T16:43:44.720400,2,0.9
2026-02-07T16:43:44.720400,3,2.89
2026-02-07T16:43:44.720400,4,1.1
2026-02-07T16:43:44.720400,5,2.23
2026-02-07T16:43:44.746491,1,1.07
2026-02-07T16:43:44.746491,2,2.34
2026-02-07T16:43:44.746491,3,2.72
2026-02-07T16:43:44.746491,4,1.47
2026-02-07T16:43:44.746491,5,2.3
2026-02-07T16:43:44.772380,1,2.61
2026-02-07T16:43:44.772380,2,2.95
2026-02-07T16:43:44.772380,3,2.15
2026-02-07T16:43:44.772380,4,0.8
2026-02-07T16:43:44.772380,5,0.76
